"Id" "parto" "ap" "cr" "cc" "ppd" "ano" "epoca" "edad"
"1572" "3310" 2 5 "CR4" 3.25 6.6 2006 "B" 61
"1573" "3311" 1 4 "CR3" 3.1875 7.59 2005 "B" 49
"1574" "3312" 1 4 "CR4" 3.0625 8.78 2005 "B" 50
"1575" "3312" 2 5 "CR4" 3 9.89 2006 "B" 63
"1576" "3312" 3 6 "CR4" 3.25 7.14 2007 "C" 78
"1577" "3312" 4 7 "CR4" 3.25 10.74 2008 "D" 92
"1578" "3312" 5 8 "CR4" 3.166667 11.54 2009 "D" 104
"1579" "3312" 6 9 "CR4" 2.75 8.05 2011 "A" 118
"1580" "3313" 1 4 "CR4" 3.083333 7.1 2005 "B" 50
"1581" "3314" 1 3 "CR3" 3 5.67 2005 "A" 45
"1582" "3315" 1 4 "CR4" 3.4375 7.25 2005 "B" 49
"1583" "3315" 2 5 "CR4" 3.375 9.41 2006 "B" 61
"1584" "3316" 1 4 "CR2" 3.5 7.03 2005 "D" 55
"1585" "3316" 2 5 "CR2" 3.333333 9.23 2006 "D" 68
"1586" "3317" 1 3 "CR4" 3.25 9.97 2005 "A" 47
"1587" "3317" 2 4 "CR4" 3.125 9.34 2006 "A" 59
"1588" "3317" 3 6 "CR4" 3.25 10.61 2007 "B" 72
"1589" "3317" 4 6 "CR4" 3.125 10.24 2008 "A" 83
"1590" "3317" 5 7 "CR4" 3.5 10.66 2009 "A" 95
"1591" "3317" 6 9 "CR4" 3.3125 12.8 2010 "D" 116
"1592" "3317" 7 10 "CR4" 3.175 8.63 2011 "D" 127
"1593" "3318" 1 3 "CR4" 3.375 9.35 2004 "C" 42
"1594" "3318" 2 4 "CR4" 3.333333 7.14 2005 "B" 50
"1595" "3319" 1 3 "CR4" 3.5 9.15 2004 "D" 43
"1596" "3319" 2 4 "CR4" 3.25 11.46 2006 "A" 57
"1597" "3319" 3 5 "CR4" 3.333333 11.01 2006 "D" 68
"1598" "3319" 4 6 "CR4" 3.166667 10.48 2007 "D" 79
"1599" "3319" 5 7 "CR4" 3.583333 11.08 2008 "D" 91
"1600" "3319" 6 9 "CR4" 3.583333 13.35 2010 "B" 108
"1601" "3319" 7 10 "CR4" 3.291667 13.63 2011 "B" 121
"1602" "3321" 1 4 "CR4" 3.3125 7.23 2005 "B" 49
"1603" "3321" 2 5 "CR4" 3.333333 6.29 2006 "B" 61
"1604" "3322" 1 4 "CR3" 2.6875 6.67 2005 "B" 48
"1605" "3323" 1 3 "CR4" 3.3125 10.12 2005 "B" 47
"1606" "3323" 2 5 "CR4" 3.25 10.47 2006 "B" 60
"1607" "3323" 3 6 "CR4" 2.916667 11.02 2007 "B" 72
"1608" "3323" 4 7 "CR4" 3.375 10.04 2008 "B" 84
"1609" "3323" 5 8 "CR4" 3.083333 10.42 2009 "C" 99
"1610" "3323" 6 9 "CR4" 3.166667 9.49 2010 "D" 114
"1611" "3324" 1 3 "CR4" 3.4375 9.83 2005 "A" 47
"1612" "3324" 2 4 "CR4" 3.375 7.98 2006 "A" 57
"1613" "3326" 1 4 "CR4" 3 6.41 2005 "B" 48
"1614" "3327" 1 3 "CR4" 3.5 9.41 2004 "C" 40
"1615" "3327" 2 4 "CR4" 3.333333 10.5 2005 "C" 52
"1616" "3327" 3 5 "CR4" 3.416667 11.55 2006 "C" 64
"1617" "3327" 4 6 "CR4" 3.5 12.48 2008 "A" 81
"1618" "3327" 5 8 "CR4" 3.5 16.26 2009 "B" 96
"1619" "3327" 6 9 "CR4" 3.5 10.69 2010 "B" 108
"1620" "3327" 7 10 "CR4" 3.15625 13.25 2011 "C" 124
"1621" "3328" 1 3 "CR3" 3.583333 11.02 2004 "D" 41
"1622" "3328" 2 4 "CR3" 3.416667 11.43 2005 "C" 52
"1623" "3328" 3 5 "CR3" 3.666667 11.9 2006 "C" 64
"1624" "3328" 4 6 "CR3" 3.583333 12.55 2007 "D" 78
"1625" "3328" 5 7 "CR3" 3.625 14.37 2008 "D" 90
"1626" "3328" 6 8 "CR3" 3.75 14.7 2009 "D" 101
"1627" "3328" 7 9 "CR3" 3.65 12.85 2010 "D" 113
"1628" "3328" 8 10 "CR3" 3.222222 13.37 2011 "D" 126
"1629" "3329" 1 4 "CR4" 3.083333 7.36 2005 "B" 49
"1630" "3329" 2 5 "CR4" 3.166667 6.82 2006 "B" 61
"1631" "3329" 3 6 "CR4" 3.25 7.91 2007 "C" 74
"1632" "3330" 1 4 "CR3" 3.25 6.97 2005 "B" 48
"1633" "3330" 2 5 "CR3" 3.166667 8.41 2006 "B" 60
"1634" "3330" 3 6 "CR3" 3.5 9.78 2007 "B" 72
"1635" "3331" 1 3 "CR3" 3.375 8.91 2005 "A" 46
"1636" "3331" 2 4 "CR3" 3.583333 9.03 2006 "A" 58
"1637" "3331" 3 6 "CR3" 3.125 7.89 2007 "D" 79
"1638" "3331" 4 8 "CR3" 3.333333 9.36 2009 "B" 96
"1639" "3331" 5 9 "CR3" 3.607143 6.4 2010 "C" 112
"1640" "3332" 1 3 "CR4" 3.3125 8.79 2005 "A" 46
"1641" "3333" 1 3 "CR4" 2.625 5.21 2005 "B" 47
"1642" "3335" 1 4 "CR4" 3 7.23 2005 "B" 48
"1643" "3336" 1 4 "CR3" 3.416667 7.14 2006 "A" 57
"1644" "3336" 2 6 "CR3" 3.625 8.49 2008 "A" 80
"1645" "3336" 3 8 "CR3" 3.25 12.41 2009 "B" 97
"1646" "3336" 4 8 "CR3" 3.5625 11.81 2010 "B" 107
"1647" "3336" 5 9 "CR3" 3.375 12.04 2011 "B" 118
"1648" "3337" 1 4 "CR4" 2.75 8.44 2005 "D" 54
"1649" "3338" 1 3 "CR4" 3.375 11.07 2005 "A" 46
"1650" "3338" 2 4 "CR4" 3.375 10.98 2006 "A" 58
"1651" "3338" 3 5 "CR4" 3.5 13.69 2007 "A" 69
"1652" "3338" 4 6 "CR4" 3.375 10.7 2008 "A" 80
"1653" "3338" 5 7 "CR4" 3.5 14.86 2009 "B" 94
"1654" "3338" 6 8 "CR4" 3.375 9.7 2010 "B" 106
"1655" "3338" 7 10 "CR4" 3.125 9.58 2011 "C" 122
"1656" "3339" 1 3 "CR4" 3.4375 8.72 2005 "B" 47
"1657" "3339" 2 4 "CR4" 3.333333 8.93 2006 "B" 59
"1658" "3339" 3 6 "CR4" 3.416667 7.32 2007 "B" 72
"1659" "3339" 4 7 "CR4" 3.5 7.98 2008 "B" 84
"1660" "3339" 5 8 "CR4" 3.416667 3.77 2009 "C" 97
"1661" "3339" 6 9 "CR4" 3.6 7.47 2010 "B" 108
"1662" "3339" 7 10 "CR4" 3.361111 9.4 2011 "D" 125
"1663" "3340" 1 3 "CR4" 3.166667 7.29 2005 "A" 45
"1664" "3341" 1 3 "CR4" 3 7.16 2005 "B" 47
"1665" "3341" 2 5 "CR4" 3 6.96 2006 "B" 60
"1666" "3345" 1 3 "CR2" 3.5625 5.48 2005 "A" 45
"1667" "3346" 1 3 "CR4" 3.3125 8.84 2005 "A" 45
"1668" "3346" 2 4 "CR4" 3.416667 8.76 2006 "B" 58
"1669" "3346" 3 6 "CR4" 3.333333 7.96 2007 "C" 73
"1670" "3346" 4 7 "CR4" 3.625 13.29 2008 "D" 88
"1671" "3346" 5 8 "CR4" 3.333333 12.62 2010 "A" 104
"1672" "3347" 1 4 "CR4" 3.375 8.21 2006 "A" 54
"1673" "3347" 2 5 "CR4" 3.166667 8.4 2006 "D" 65
"1674" "3347" 3 6 "CR4" 3.375 8.21 2008 "A" 80
"1675" "3348" 1 4 "CR3" 3.333333 7.94 2005 "D" 51
"1676" "3348" 2 5 "CR3" 3.333333 10.01 2006 "C" 63
"1677" "3348" 3 6 "CR3" 3.5 9.28 2008 "A" 78
"1678" "3348" 4 8 "CR3" 3.416667 10.91 2009 "C" 97
"1679" "3348" 5 9 "CR3" 3.4375 9.69 2010 "C" 109
"1680" "3348" 6 10 "CR3" 3.516667 8.27 2011 "D" 124
"1681" "3349" 1 3 "CR3" 3.1875 6.98 2005 "B" 46
"1682" "3349" 2 4 "CR3" 3.125 9.9 2006 "B" 57
"1683" "3349" 3 5 "CR3" 3.416667 8.65 2007 "A" 68
"1684" "3349" 4 7 "CR3" 3.375 10.88 2008 "C" 86
"1685" "3349" 5 8 "CR3" 3.375 10.68 2009 "C" 97
"1686" "3350" 1 4 "CR4" 3.333333 8.01 2005 "C" 51
"1687" "3350" 2 5 "CR4" 3.375 8.1 2006 "C" 62
"1688" "3351" 1 4 "CR3" 3.416667 5.6 2005 "C" 49
"1689" "3352" 1 3 "CR4" 3.3125 7.62 2005 "A" 44
"1690" "3353" 1 4 "CR4" 3.125 6.05 2005 "D" 53
"1691" "3354" 1 5 "CR4" 3.5 8.75 2006 "C" 60
"1692" "3357" 1 3 "CR3" 3.25 8.15 2005 "B" 44
"1693" "3357" 2 4 "CR3" 3.25 4.66 2006 "A" 55
"1694" "3357" 3 5 "CR3" 3.583333 10.07 2007 "B" 69
"1695" "3357" 4 7 "CR3" 3.5 12.46 2008 "D" 89
"1696" "3357" 5 8 "CR3" 3.416667 13.51 2009 "D" 100
"1697" "3357" 6 9 "CR3" 3.464286 13.1 2011 "A" 113
"1698" "3358" 1 3 "CR4" 3.3125 9.87 2005 "B" 46
"1699" "3358" 2 4 "CR4" 3.25 11 2006 "C" 59
"1700" "3358" 3 5 "CR4" 3.166667 8.58 2007 "B" 70
"1701" "3358" 4 7 "CR4" 3.125 10.41 2008 "D" 87
"1702" "3358" 5 8 "CR4" 3.375 11.67 2010 "B" 105
"1703" "3358" 6 9 "CR4" 3.2 11.31 2011 "B" 119
"1704" "3359" 1 3 "CR4" 3.25 7.44 2005 "B" 46
"1705" "3359" 2 4 "CR4" 3.5 8.01 2006 "B" 58
"1706" "3359" 3 6 "CR4" 3.5 9.36 2007 "D" 76
"1707" "3360" 1 3 "CR3" 2.4375 5.42 2005 "B" 45
"1708" "3361" 1 2 "CR4" 3.25 6.36 2004 "C" 34
"1709" "3361" 2 3 "CR4" 3.583333 9.5 2005 "C" 47
"1710" "3361" 3 4 "CR4" 3.5 10.19 2006 "B" 57
"1711" "3363" 1 3 "CR4" 3.375 8.29 2005 "B" 43
"1712" "3365" 1 3 "CR4" 3.0625 9.75 2005 "A" 41
"1713" "3365" 2 4 "CR4" 3 2.23 2006 "B" 54
"1714" "3366" 1 3 "CR2" 3.375 9.4 2005 "A" 40
"1715" "3366" 2 4 "CR2" 3.625 9.16 2006 "A" 53
"1716" "3366" 3 5 "CR2" 3.5 10.39 2007 "A" 65
"1717" "3366" 4 6 "CR2" 3.375 10.3 2008 "C" 81
"1718" "3366" 5 8 "CR2" 3.65625 11.79 2010 "A" 101
"1719" "3367" 1 3 "CR4" 3.416667 7.96 2005 "C" 46
"1720" "3367" 2 4 "CR4" 3.083333 8.75 2006 "C" 57
"1721" "3367" 3 5 "CR4" 3.25 10.12 2007 "C" 70
"1722" "3367" 4 7 "CR4" 3.375 11.21 2008 "D" 84
"1723" "3367" 5 7 "CR4" 3.583333 10.58 2009 "C" 95
"1724" "3367" 6 8 "CR4" 3.5 10.45 2010 "C" 107
"1725" "3370" 1 3 "CR4" 3.083333 7.02 2005 "C" 45
"1726" "3371" 1 3 "CR3" 3.125 7.86 2005 "B" 42
"1727" "3371" 2 4 "CR3" 2.875 4.08 2006 "A" 50
"1728" "3372" 1 3 "CR4" 3.416667 6.18 2005 "D" 46
"1729" "3373" 1 3 "CR3" 3.166667 7.54 2005 "C" 45
"1730" "3373" 2 4 "CR3" 3 8.82 2006 "C" 56
"1731" "3374" 1 4 "CR4" 3.25 5.97 2005 "D" 48
"1732" "3374" 2 5 "CR4" 3.333333 7.1 2006 "D" 61
"1733" "3374" 3 6 "CR4" 3.5 6.16 2008 "A" 74
"1734" "3374" 4 7 "CR4" 3.625 8.73 2009 "B" 88
"1735" "3375" 1 3 "CR4" 3.166667 8.02 2005 "C" 44
"1736" "3375" 2 4 "CR4" 3.416667 8.13 2006 "C" 56
"1737" "3375" 3 5 "CR4" 3.416667 10.2 2007 "D" 70
"1738" "3375" 4 6 "CR4" 3.375 10.26 2008 "D" 82
"1739" "3375" 5 8 "CR4" 3.5 9.97 2010 "A" 99
"1740" "3375" 6 9 "CR4" 3.333333 11.43 2011 "D" 119
"1741" "3376" 1 3 "CR4" 3 6.38 2005 "C" 45
"1742" "3377" 1 3 "CR4" 3.416667 8.9 2005 "C" 45
"1743" "3377" 2 4 "CR4" 3.416667 10.86 2006 "D" 59
"1744" "3377" 3 5 "CR4" 3.5 11.61 2007 "D" 70
"1745" "3377" 4 6 "CR4" 3.25 11.21 2008 "D" 83
"1746" "3377" 5 7 "CR4" 3.5 9.89 2009 "D" 94
"1747" "3377" 6 9 "CR4" 3.392857 9.61 2011 "A" 109
"1748" "3378" 1 3 "CR3" 3.3125 6.82 2005 "B" 41
"1749" "3378" 2 4 "CR3" 3.5 6.65 2006 "B" 53
"1750" "3379" 1 3 "CR4" 3 7.87 2005 "B" 41
"1751" "3379" 2 4 "CR4" 3.333333 10.34 2006 "C" 55
"1752" "3379" 3 6 "CR4" 3.375 9.42 2007 "D" 72
"1753" "3379" 4 7 "CR4" 3.416667 11.61 2009 "C" 90
"1754" "3379" 5 9 "CR4" 3.083333 11.69 2011 "A" 111
"1755" "3380" 1 3 "CR4" 3.3125 7.8 2005 "B" 40
"1756" "3380" 2 4 "CR4" 3.375 8.82 2006 "B" 51
"1757" "3380" 3 5 "CR4" 3.583333 9.34 2007 "A" 62
"1758" "3380" 4 6 "CR4" 3.625 9.21 2008 "B" 75
"1759" "3381" 1 3 "CR4" 3.166667 6.45 2005 "C" 44
"1760" "3382" 1 3 "CR4" 3.166667 7.95 2005 "C" 43
"1761" "3382" 2 4 "CR4" 3.25 10.24 2006 "D" 57
"1762" "3382" 3 5 "CR4" 3.583333 10.17 2007 "D" 70
"1763" "3382" 4 7 "CR4" 3.625 12.78 2009 "A" 85
"1764" "3382" 5 8 "CR4" 3.65 10.86 2010 "B" 99
"1765" "3382" 6 9 "CR4" 3.458333 12.71 2011 "D" 119
"1766" "3383" 1 3 "CR4" 3.125 8.86 2005 "A" 38
"1767" "3383" 2 4 "CR4" 3.375 8.98 2006 "A" 50
"1768" "3383" 3 5 "CR4" 3.333333 12.49 2007 "B" 63
"1769" "3383" 4 6 "CR4" 3.375 13.04 2008 "B" 75
"1770" "3383" 5 7 "CR4" 3.25 11.38 2009 "A" 86
"1771" "3383" 6 8 "CR4" 3.666667 12.49 2010 "B" 99
"1772" "3383" 7 9 "CR4" 2.875 8.73 2011 "C" 114
"1773" "3384" 1 3 "CR4" 3.416667 8.1 2005 "D" 47
"1774" "3384" 2 5 "CR4" 3.333333 10.58 2007 "C" 67
"1775" "3384" 3 6 "CR4" 3.25 9.65 2008 "C" 78
"1776" "3385" 1 3 "CR4" 3.333333 8.11 2005 "C" 43
"1777" "3386" 1 3 "CR2" 3.333333 7.66 2005 "B" 41
"1778" "3386" 2 4 "CR2" 3.5 7.98 2006 "B" 52
"1779" "3386" 3 5 "CR2" 3.333333 8.6 2007 "C" 66
"1780" "3387" 1 3 "CR4" 3.5 7.38 2005 "D" 45
"1781" "3387" 2 4 "CR4" 3.166667 8.75 2006 "D" 58
"1782" "3390" 1 3 "CR3" 3.583333 10.06 2005 "A" 38
"1783" "3390" 2 3 "CR3" 3.625 7.46 2005 "D" 46
"1784" "3390" 3 4 "CR3" 3.875 10.28 2007 "A" 59
"1785" "3391" 1 3 "CR4" 3.25 5.15 2005 "D" 46
"1786" "3393" 1 3 "CR2" 3.5625 7.7 2005 "B" 38
"1787" "3394" 1 3 "CR3" 3.166667 6.4 2005 "C" 42
"1788" "3395" 1 3 "CR4" 3.25 7.05 2005 "C" 42
"1789" "3396" 1 4 "CR4" 3.5 6.31 2006 "A" 48
"1790" "3397" 1 3 "CR4" 3.125 6.08 2005 "D" 46
"1791" "3399" 1 3 "CR4" 3 6.47 2005 "D" 45
"1792" "3399" 2 4 "CR4" 3.166667 7.35 2006 "D" 57
"1793" "3401" 1 3 "CR4" 3.25 5.41 2005 "D" 44
"1794" "3402" 1 3 "CR4" 3.125 7.76 2005 "D" 46
"1795" "3402" 2 4 "CR4" 3.333333 9.77 2006 "D" 57
"1796" "3402" 3 5 "CR4" 3.375 9.14 2007 "D" 69
"1797" "3402" 4 6 "CR4" 3.375 9.44 2009 "A" 82
"1798" "3402" 5 8 "CR4" 3.4375 9.8 2010 "A" 97
"1799" "3403" 1 3 "CR4" 3.375 8.62 2005 "D" 44
"1800" "3403" 2 4 "CR4" 3.25 8.13 2006 "C" 54
"1801" "3403" 3 5 "CR4" 3.166667 10.02 2007 "C" 65
"1802" "3403" 4 6 "CR4" 3.375 8.74 2008 "C" 77
"1803" "3403" 5 7 "CR4" 3.666667 10.46 2009 "D" 91
"1804" "3403" 6 8 "CR4" 3.583333 8.11 2010 "C" 103
"1805" "3405" 1 3 "CR4" 3.25 6.6 2006 "A" 46
"1806" "3406" 1 3 "CR4" 3.125 7.45 2005 "D" 44
"1807" "3406" 2 4 "CR4" 2.916667 9.93 2006 "D" 55
"1808" "3406" 3 5 "CR4" 3.083333 7.96 2007 "D" 68
"1809" "3406" 4 6 "CR4" 3.5 8.07 2009 "A" 82
"1810" "3406" 5 8 "CR4" 3.416667 8.14 2010 "C" 100
"1811" "3406" 6 9 "CR4" 3.361111 8.44 2011 "C" 112
"1812" "3407" 1 3 "CR4" 3.25 6.43 2005 "D" 44
"1813" "3407" 2 4 "CR4" 3.3125 8.85 2006 "D" 57
"1814" "3407" 3 6 "CR4" 3.375 8.51 2008 "B" 74
"1815" "3407" 4 7 "CR4" 3.5 8.97 2009 "B" 86
"1816" "3408" 1 3 "CR4" 3.25 9.03 2006 "A" 46
"1817" "3409" 1 3 "CR4" 3.25 5.5 2005 "D" 44
"1818" "3409" 2 4 "CR4" 3.375 7.62 2006 "D" 56
"1819" "3410" 1 3 "CR4" 3.125 5.74 2005 "D" 44
"1820" "3410" 2 4 "CR4" 3.3125 8.51 2006 "D" 56
"1821" "3411" 1 3 "CR4" 3.375 8.17 2005 "D" 44
"1822" "3411" 2 4 "CR4" 2.416667 7.91 2006 "D" 56
"1823" "3415" 1 4 "CR4" 3.166667 6.91 2006 "B" 50
"1824" "3415" 2 5 "CR4" 3.25 6.9 2007 "D" 66
"1825" "3415" 3 7 "CR4" 3.25 8.65 2009 "C" 87
"1826" "3416" 1 3 "CR4" 3.416667 6.86 2005 "C" 40
"1827" "3417" 1 3 "CR3" 3.375 5.47 2006 "A" 45
"1828" "3417" 2 4 "CR3" 3.416667 6.59 2006 "D" 56
"1829" "3417" 3 5 "CR3" 3.416667 6.61 2007 "D" 68
"1830" "3417" 4 6 "CR3" 3.5 8.23 2008 "D" 80
"1831" "3418" 1 3 "CR3" 3.375 6.52 2005 "D" 43
"1832" "3419" 1 3 "CR4" 3.375 8.4 2005 "D" 42
"1833" "3419" 2 4 "CR4" 3.5 10.38 2007 "A" 59
"1834" "3420" 1 3 "CR3" 2.75 4.56 2005 "D" 42
"1835" "3422" 1 3 "CR4" 3.5 7.94 2006 "A" 45
"1836" "3424" 1 3 "CR4" 3.5 7.88 2006 "B" 46
"1837" "3424" 2 4 "CR4" 3.333333 6.85 2007 "A" 58
"1838" "3425" 1 3 "CR4" 3.375 7.75 2005 "D" 43
"1839" "3425" 2 4 "CR4" 3 6.69 2006 "D" 54
"1840" "3426" 1 3 "CR4" 3.333333 6.89 2006 "A" 43
"1841" "3426" 2 4 "CR4" 3.416667 10.56 2007 "B" 59
"1842" "3426" 3 5 "CR4" 3.375 9.19 2008 "B" 71
"1843" "3426" 4 7 "CR4" 3.416667 12.12 2009 "B" 84
"1844" "3426" 5 8 "CR4" 3.583333 12.34 2010 "C" 97
"1845" "3426" 6 9 "CR4" 3.28125 9.13 2011 "C" 109
"1846" "3427" 1 3 "CR4" 3.25 6.34 2005 "C" 38
"1847" "3427" 2 4 "CR4" 3.416667 7.64 2006 "C" 49
"1848" "3427" 3 5 "CR4" 3.333333 6.69 2007 "C" 63
"1849" "3428" 1 3 "CR4" 3.375 6.29 2005 "D" 41
"1850" "3428" 2 4 "CR4" 3.5 8 2006 "D" 53
"1851" "3428" 3 5 "CR4" 3.416667 7.4 2007 "D" 64
"1852" "3428" 4 6 "CR4" 3.5 8.47 2008 "D" 76
"1853" "3429" 1 3 "CR2" 3.75 8.69 2005 "D" 42
"1854" "3429" 2 5 "CR2" 3.583333 9.03 2007 "C" 63
"1855" "3429" 3 6 "CR2" 3.833333 11.84 2009 "B" 83
"1856" "3429" 4 7 "CR2" 3.75 9.27 2010 "B" 95
"1857" "3429" 5 8 "CR2" 3.625 8.37 2011 "B" 108
"1858" "3430" 1 3 "CR3" 3.25 5.57 2005 "D" 40
"1859" "3430" 2 4 "CR3" 3.666667 6.79 2006 "D" 53
"1860" "3431" 1 3 "CR3" 2.25 2.17 2006 "A" 44
"1861" "3432" 1 3 "CR4" 3 4.91 2005 "C" 37
"1862" "3432" 2 4 "CR4" 3.5 7.66 2006 "D" 52
"1863" "3432" 3 5 "CR4" 3.375 9.28 2008 "A" 69
"1864" "3432" 4 7 "CR4" 3.666667 12.1 2009 "C" 84
"1865" "3432" 5 8 "CR4" 3.416667 11.4 2010 "C" 97
"1866" "3432" 6 9 "CR4" 3.333333 10.62 2011 "D" 111
"1867" "3433" 1 3 "CR4" 3.5 7.03 2006 "A" 44
"1868" "3433" 2 5 "CR4" 3.333333 8.2 2007 "C" 61
"1869" "3433" 3 6 "CR4" 2.875 4.74 2008 "C" 74
"1870" "3434" 1 3 "CR4" 3.5 6.44 2006 "A" 44
"1871" "3434" 2 4 "CR4" 2.833333 7.65 2007 "B" 57
"1872" "3435" 1 3 "CR2" 3.25 6.18 2005 "D" 40
"1873" "3435" 2 4 "CR2" 3.25 7.52 2006 "D" 51
"1874" "3435" 3 5 "CR2" 3.25 7.47 2007 "C" 61
"1875" "3436" 1 3 "CR4" 3.166667 6.68 2005 "C" 37
"1876" "3436" 2 4 "CR4" 3.333333 9.27 2006 "C" 50
"1877" "3436" 3 5 "CR4" 3.5 8.44 2007 "C" 62
"1878" "3436" 4 6 "CR4" 3.5 10.5 2008 "D" 76
"1879" "3436" 5 7 "CR4" 3.5625 11.45 2009 "D" 88
"1880" "3436" 6 8 "CR4" 3.625 12.53 2011 "B" 105
"1881" "3437" 1 3 "CR4" 3.125 6.07 2005 "D" 41
"1882" "3438" 1 3 "CR3" 3.583333 9.05 2005 "C" 36
"1883" "3438" 2 4 "CR3" 3.583333 9.69 2006 "C" 48
"1884" "3438" 3 4 "CR3" 3.666667 10.03 2007 "C" 59
"1885" "3438" 4 6 "CR3" 3.75 11.47 2009 "A" 77
"1886" "3438" 5 8 "CR3" 4.05 9.81 2010 "C" 97
"1887" "3439" 1 3 "CR4" 3 6.47 2006 "B" 44
"1888" "3440" 1 3 "CR4" 3.416667 7.28 2006 "B" 44
"1889" "3443" 1 3 "CR4" 3 7.82 2006 "B" 43
"1890" "3443" 2 4 "CR4" 3.25 8.3 2007 "A" 54
"1891" "3448" 1 3 "CR2" 3.375 6.42 2006 "A" 40
"1892" "3449" 1 3 "CR4" 3.25 7.88 2006 "A" 40
"1893" "3450" 1 3 "CR4" 3.375 9.76 2006 "B" 43
"1894" "3450" 2 4 "CR4" 3.25 9.88 2007 "A" 52
"1895" "3450" 3 5 "CR4" 3.375 8.89 2008 "A" 65
"1896" "3450" 4 6 "CR4" 3.333333 9.95 2009 "B" 79
"1897" "3450" 5 8 "CR4" 2.916667 11.12 2010 "D" 97
"1898" "3451" 1 3 "CR3" 3.5 6.81 2006 "A" 42
"1899" "3451" 2 4 "CR3" 3.5 8.64 2007 "A" 54
"1900" "3452" 1 3 "CR3" 3.5 5.88 2005 "D" 37
"1901" "3452" 2 4 "CR3" 3.333333 7.18 2007 "C" 57
"1902" "3454" 1 3 "CR1" 3.833333 7.93 2006 "B" 44
"1903" "3454" 2 5 "CR1" 3.75 9.06 2008 "A" 65
"1904" "3455" 1 3 "CR2" 3.5 6.81 2006 "B" 42
"1905" "3455" 2 4 "CR2" 3.416667 8.77 2007 "B" 55
"1906" "3455" 3 5 "CR2" 3.375 7.12 2008 "B" 68
"1907" "3455" 4 6 "CR2" 3.5 11.32 2009 "C" 81
"1908" "3455" 5 7 "CR2" 3.4375 7.21 2010 "C" 94
"1909" "3457" 1 3 "CR3" 3.5 8.91 2006 "B" 44
"1910" "3457" 2 4 "CR3" 3.5 5.33 2007 "A" 53
"1911" "3458" 1 3 "CR2" 3.5 7.28 2006 "B" 42
"1912" "3458" 2 4 "CR2" 3.583333 7.77 2007 "B" 56
"1913" "3458" 3 5 "CR2" 3.75 10.37 2008 "C" 71
"1914" "3458" 4 6 "CR2" 3.666667 10.91 2009 "C" 83
"1915" "3458" 5 7 "CR2" 3.666667 9.83 2010 "C" 95
"1916" "3458" 6 8 "CR2" 3.607143 9.25 2011 "C" 105
"1917" "3459" 1 3 "CR3" 2.875 6.38 2006 "B" 42
"1918" "3460" 1 3 "CR3" 3.125 6.02 2005 "D" 36
"1919" "3461" 1 3 "CR2" 3.5 7.43 2006 "B" 43
"1920" "3461" 2 4 "CR2" 3.583333 8.64 2007 "B" 55
"1921" "3463" 1 3 "CR3" 3.333333 6.8 2006 "B" 41
"1922" "3464" 1 3 "CR2" 3.625 7.86 2006 "B" 43
"1923" "3464" 2 4 "CR2" 3.75 8.32 2007 "B" 54
"1924" "3465" 1 3 "CR2" 3.375 7.13 2005 "D" 37
"1925" "3467" 1 4 "CR2" 3.416667 7.91 2007 "B" 55
"1926" "3467" 2 5 "CR2" 3.25 8.29 2008 "B" 67
"1927" "3467" 3 6 "CR2" 3.25 8.96 2009 "B" 78
"1928" "3468" 1 3 "CR3" 3.625 8.14 2005 "D" 37
"1929" "3468" 2 4 "CR3" 3.666667 8.81 2006 "D" 50
"1930" "3469" 1 3 "CR3" 3.416667 9.03 2006 "B" 43
"1931" "3469" 2 4 "CR3" 3.5 10.1 2007 "B" 54
"1932" "3470" 1 3 "CR3" 3.416667 8.26 2006 "B" 43
"1933" "3471" 1 3 "CR3" 3.333333 7.14 2006 "B" 41
"1934" "3471" 2 4 "CR3" 3.416667 7.5 2007 "B" 54
"1935" "3472" 1 3 "CR4" 3.5 7.56 2006 "A" 40
"1936" "3475" 1 3 "CR3" 3.333333 7 2006 "A" 40
"1937" "3475" 2 4 "CR3" 3.416667 7.17 2007 "C" 57
"1938" "3476" 1 3 "CR4" 3.25 9.15 2006 "B" 43
"1939" "3476" 2 4 "CR4" 3.333333 12.11 2007 "C" 56
"1940" "3476" 3 5 "CR4" 3.375 8.42 2008 "B" 65
"1941" "3476" 4 6 "CR4" 3.5 12.61 2009 "B" 77
"1942" "3476" 5 7 "CR4" 3.6875 12.45 2010 "B" 88
"1943" "3476" 6 8 "CR4" 3.533333 7.51 2011 "B" 100
"1944" "3477" 1 4 "CR4" 3.5 10.01 2007 "B" 52
"1945" "3477" 2 5 "CR4" 3.375 8.85 2008 "B" 64
"1946" "3477" 3 6 "CR4" 3.416667 10.99 2009 "C" 80
"1947" "3477" 4 7 "CR4" 3.375 9.74 2010 "D" 96
"1948" "3477" 5 8 "CR4" 3.444444 6.28 2011 "D" 107
"1949" "3479" 1 3 "CR4" 3.416667 8.64 2006 "C" 43
"1950" "3479" 2 4 "CR4" 3 9.5 2007 "C" 56
"1951" "3480" 1 3 "CR2" 3.5 9.78 2006 "A" 36
"1952" "3480" 2 4 "CR2" 3.583333 10.65 2007 "A" 49
"1953" "3481" 1 3 "CR4" 3.416667 6.2 2006 "B" 39
"1954" "3482" 1 3 "CR2" 3.375 6.78 2006 "A" 37
"1955" "3482" 2 4 "CR2" 3.416667 8.04 2006 "D" 48
